"","movie","rating","review_header","review"
"3396","Radioactive",5,"Radioactive could have benefited from a little more science...","If you enjoy reading my Spoiler-Free reviews, please follow my blog :)So, a little bit about me first: I was always a man of science. I have a Masters degree in Electronics and Telecommunications Engineering, and I was always fascinated by how things truly work. On the other hand, I'm not the biggest fan of biographical movies due to the genre's boundaries. These films often follow a generic script, filled with formulaic plot points and lacking imaginative storytelling. Therefore, I usually analyze these movies based on a single question: ""do I know more about the character and/or the story that made him/her famous now that I've watched this flick?"" Another aspect that's important in any film, but even more in this genre: the actor who interprets the protagonist.Radioactive possesses Rosamund Pike as the magnificent Marie Curie. If there's one undeniably incredible element in this feature, it's Pike's brilliant performance as the famous scientist. Now, I have no idea how Marie was as a person, so I can't really evaluate Pike's display regarding how accurate she is on a personal level. Nevertheless, her impressive emotional range can easily get her a few nominations when the awards season comes around. When it comes to which expressions to use or how strong her emotions need to be, Pike manages to always choose the most coherent option having in mind the character she portrays.Sam Riley shares great chemistry with Pike, delivering a couple of genuinely passionate moments and witty conversations. Anya Taylor-Joy (Irène Curie), who I forgot was also in the movie, is always a delight to see on screen and, in this case, a very welcome surprise. However, this film is so focused on its protagonist (as it should be), that every character and actor other than the main one ends up being utterly forgettable (nothing wrong with this). Technically, I need to praise the makeup artists, who did a terrific job getting Pike older throughout the runtime, as time flows accordingly. Evgueni and Sacha Galperine's score is simple yet sweet enough to slightly elevate a few sequences.Unfortunately, Radioactive holds more than just a few minor issues. My biggest gripe is related to how everything is put together. I doubt most people will watch this movie with the hope of seeing more of Marie Curie's personal relationships. This isn't exactly a romantic drama. Having in mind the discoveries that she made, I was extremely interested in watching how, in fact, she discovered radioactivity. Of course, I'm not expecting the film to turn into a highly detailed chemistry lesson and all of its specifics. But Marjane Satrapi rushes through most of the relevant moments or skips them entirely. Marie's first groundbreaking result is so casually presented to the viewer that it makes the whole thing far from being a big deal (which it is).There are a couple of visually captivating animated sequences that sort of explain the process that the characters are going to perform, but it's still quite underwhelming and disappointing. I still have dozens of questions now, which I hoped the movie would answer but didn't. It's also edited (Stéphane Roche) in such an uneasy manner that it feels like I'm watching two completely different films. I don't know if this was Satrapi or Jack Thorne's (screenwriter) idea, but showing (mostly adverse) future events directly related to Marie's discoveries didn't work for me at all. You know how these movies tend to have some sort of information shown before credits explaining how things worked out in real-life? It's like they picked them up and randomly spread them across the film.The focus went full-on to the protagonist's personal life instead of balancing it with her world-changing experiments. Answering my question above, I did learn more about Marie Curie, but not about what I wished to know about her. Ultimately, it feels like this biographical work doesn't honor her legacy. Just as an example, the story brushes over her discoveries so fast that it doesn't even explain the reasons behind the nomenclature of the new elements. Overall, it's not worthy of being the biography of the scientist's life.Radioactive boasts an absolutely outstanding Rosamund Pike as the great Marie Curie, but Marjane Satrapi (director), Jack Thorne (screenwriter), and Stéphane Roche (film editor) fail to deliver a well-structured narrative, rushing through the scientist's groundbreaking discoveries and experiments or ignoring them altogether. Randomly mixing up future catastrophes with the actual story not only breaks both the tone and pacing of the movie, but it also makes the whole viewing a bit uneasy. Despite her personal life always being a point of interest, her work and how she performed it are why most people want to watch this film. To learn more about her contributions to the world of today. Unfortunately, Curie's legacy is remitted to a by-the-numbers biographical work, restricted by the genre's formulaic tropes. A neat score by the Galperine brothers and a couple of visually captivating animated sequences still elevate an overall disappointing feature...Rating: C+"
"3397","The Dark Knight",10,"The Dark Knight","Confidently directed, dark, brooding, and packed with impressive action sequences and a complex story, The Dark Knight includes a career-defining turn from Heath Ledger as well as other Oscar worthy performances, TDK remains not only the best Batman movie, but comic book movie ever created."
"3398","The Dark Knight",10,"Film surpasses the hype","We've been subjected to enormous amounts of hype and marketing for the Dark Knight. We've seen Joker scavenger hunts and one of the largest viral campaigns in advertising history and it culminates with the actual release of the movie.Everything that's been said is pretty much spot on. This is the first time I can remember where a summer blockbuster film far surpasses the hype.For as much action as there is in this movie, it's the acting that makes it a great piece of work. Between all the punches, explosions and stunt-work is some great dialog work. All the actors have their moments.Bale's Batman is the definitive Batman because we see everything in this character finally on film. Martial arts skills, cunning, great tactical thinking, forensic application, technological genius to advance or improve Luscious Fox's inventions/technological breakthroughs, intimidating personality, and even a little swashbuckling. As for Heath, yes he gets credit for his performance as the Joker. But you have to also recognize Jonathan and Chris Nolan for the writing and treatment of the character. It's not just the fact that Ledger makes the Joker so menacing, but the Nolans have given the character this great manifesto that drives its actions. The Joker's stance on chaos, order, anarchy, the morality of the average modern human being make the character so interesting psychologically. The Nolans drafted a complex character and only a perfect performance could've pulled something like this off. That's how difficult of a role this was, and that's why Ledger's performance is so great.This isn't an action movie. It's a film that explores literary themes of the hero and villain, as well as order and anarchy. Yes, listen to the dialog because it's all in there."
"3399","The Dark Knight",9,"Superhero Genre - Alive and kicking","First I'd controversially like to point out that this movie wouldn't have gotten as much hype as it did if it wasn't for Heath Ledger's death before the release and the Academy not being afraid to give an Oscar to a corpse.Nevertheless, his performance is easily the best one in the superhero genre and the crafty, well put together New York accent confirms he put a lot of dedication and effort into his methodical role and deserved what he got (an Oscar). This isn't just another Batman movie anymore. Yes, there is action, explosions and stunt work but between that is masterfully crafted dialogue that dwells deep.Batman is his definitive self now, we finally see the fullest of his character and Christian Bale does him justice. Christopher Nolan praised be created complex characters and given each one justifiable treatment. That's the reason the cast works, everyone holds their own, there are no lazily written or neglected characters.With beautiful cinematography and presentation of Gotham, the visuals and the endeavours cast The Dark Knight is a film that easily gets on top of every superhero list and is certainly one to remember... remember for a long time.Final Grade: 9/10"
"3400","The Dark Knight",10,"Heath Ledger's Dark and Brilliant Swan Song","I couldn't believe ""The Dark knight"" could live up to the hype. That's perhaps the biggest surprise. The secret, I believe, is a stunning, mature, intelligent script. That makes it the best superhero movie ever made. As if that wasn't enough, Heath Ledger. He, the newest of the tragic modern icons present us with a preview of something we'll never see. A fearless, extraordinary actor capable to fill up with humanity even the most grotesque of villains. His performance is a master class. Fortunately, Christian Bale's Batman is almost a supporting character. Bale is good but there is something around his mouth that stops him from being great. ""The Dark Knight"" is visually stunning, powerful and moving. What else could anyone want."
"3401","The Dark Knight",10,"MASTERPIECE","It is just what you want for the best movie. Great story great acting, thrilling twist.
Just watched Joker in 2019, I just has to come back and give dark knight a 10. And thanks to Heath Ledger for the exceptional performs."
"3402","The Dark Knight",10,"Fantastic!","Im just gonna start off by saying I LOVE this movie.Its one of my favorites of all time. I honestly cant think of too much wrong with this movie other than its a little long and Batmans by now infamous voice. But everything else is top notch. The acting,story,atmosphere,and actions scenes are all amazing. If you haven't seen this movie see it right now! I went into this not expecting to much but I came out blown away, I cant imagine any movie being much better. I'll just have to wait for The Dark Knight Rises to release to see if anything can be better. Until then, this stands as the best movie I've ever seen"
"3403","The Dark Knight",10,"One of the Best Superhero movies EVER!!!!!!!","I saw the dark knight about three years ago when I was in the 8th grade. And I was blown away at how beautifully done it was, the camera work, the acting, the story, it all took me by surprise. It is to this day one of the best movies I have ever seen or will see. No other movie can impact you in such an intense way than The Dark Knight. It is a movie worth seeing due to the fact that the workers put so much time and effort into this one film and they did not want to waste money putting up garbage. So Christopher Nolan, thank you for not wasting our time, instead earning our time with this film. To this day I still am anxious to see the movie at home. I recommend it to anyone who likes action movies in general. To anyone who doesn't, don't waste your time write bad reviews about this film."
"3404","The Dark Knight",9,"A Batman Of Shakesperean Proportions","Dark, yes, complex, ambitious. Christopher Nolan and his co-writer Jonathan Nolan deserve a standing ovation. I don't usually go for loud movies filled with mindless gore and violence. ""The Dark Knight"" is certainly loud and violent but it's not mindless. It has depth and soul. Even the Joker, in an extraordinary creation by Heath Ledger, is deeply human. The natural petulance of Christian Bale makes his ego and alter ego the most fascinating and complex of all film superheroes. Part of the genius of this movie is that Batman himself, in screen time, is not really the lead. My attention was captivated by Heath Ledger and he determines and inspires the breathtaking atmosphere that envelopes Gotham as well as us. The aplomb of Christopher Nolan as a director is mind blowing and his secret, I believe, is his obvious respect for his audience. What he's done is to elevate a popular genre into Shakesperean proportions. Bravo!"
"3405","The Dark Knight",NA,"The Most Realistic True to Heart Movie Based on Comic Books.","A brilliant tense movie from the beginning to the end in which tells the story of the rising new menace in Gotham city known only as the Joker and how the Dark Knight has to reach his limits trying to control the havoc he breaks in Gotham city.The movie is an extraordinary piece of the filmmaking art in all its aspects, the plot is carefully and smartly written as a intricately wrought canvas, the character development is very satisfying, the movie was shot well and nicely directed, the epic score fits the scenes and add up to the whole visual experience, the acting was intense by all cast where each fit their role perfectly, specially Heath Ledger who managed after all these years of having the Joker around in comic books, animations, TV series and even movies to literally bring this complicated character with all its twisted, brilliant, sadistic, dark and sometimes funny personality to live on the big screen. This is the last movie that Heath Ledger filmed completely and I believe some how he saved the best for last as he managed to put an outstanding final act of a realistic Joker and managed to put a smile on our faces before death brings down the curtains on his talent."
"3406","The Dark Knight",10,"Surpasses ""Begins"" in every aspect!!!","Christopher Nolan's second bundle of joy ""The Dark Knight"" EXCEEDED all  of my expectations!!! With the success of 2005's reboot of the Batman  franchise, they took what was already established and expanded it,  amped it up, and gave a deeper, darker and brooding story that is more  gripping and the suspense is likely to catch you of guard several times  throughout. Christian Bale delves more deeper into Batman, sworn to  fight evil and injustice, though also quite reluctant and uncertain if  his crusade can ever end and cleanse his inner turmoil from his  fractured soul due to the murder of his beloved parents. But with the  help of his trusted butler/ally Alfred (played superbly by Michael  Cane) grounds him, gives him moral support, and keeps him in check. But  the real star of the show is Heath Ledger as Batman's most deadly  enemy, The Joker. I can HONESTLY tell you that: as good as Jack  Nicholson was in Batman'89 he is CHILD'S PLAY compared to this Joker.  He is sadistic, psychotic, and downright SCARIER and PSYCHOLOGICALLY  disturbing than the previous incarnation of The Clown Prince of Crime  and Ledger gives it his all to do him justice. Along with the original  cast comes some fresh faces such as Aaron Eckhart, Maggie Gyllenhaal  and more. I must say though I liked Katie Holmes, Gyllenhaal gives a  much better performance and is a far cry from the ""damsel-in-distress""  stereotype (though there's a little of it, THANKFULLY) that's common in  films. Bale and Gyllenhall have MUCH better chemistry this time around  more so than Holmes. Even better, the fight sequences are vastly  improved and feature more brutal and bone crushing combat than ""Begins""  in addition to new technology at Batman's disposal.  Also worth mentioning is screenwriter Jonathan Nolan, who gives the  film an added frosting to an already delicious cake.  Simply put, The Dark Knight is totally more bad ass than ""Begins."" The  action is great, and the plot is more deeper and engrossing. I applaud  Christopher Nolan, Christian Bale, and especially Heath Ledger (who  sadly passed away earlier this year) and all those aboard for believing  in Mr. Nolan's talents for this second installment. Although some may  feel a bit of melancholy over Ledger's death, but as a final note I  will say this sincerely from my heart: Remember Heath Ledger and honor  him in your minds and hearts not only for his performances, but as a  human being and father to his daughter Matilda  Ledger. May we issue him best wishes for his family and friends and his  daughter for years to come. Remember . . . Honor him not only for this  role and past roles, but as an incredible individual and talented  actor.  Rest in peace. Heath Ledger: 4/4/1979-1/22/2008."
"3407","The Dark Knight",10,"The sequel we deserved to the Batman we wanted","I used to leave a theatre after seeing a highly anticipated movie, specifically a sequel, and be so revved up about what I saw that I would declare that movie to be the best of a series. After each of the prequel ""Star Wars"" films, I rated that one the best, as good as any of the originals...for a time, until my opinion balanced out and I had a more well-rounded take. For that reason, I steer away from that mindset, and did for ""Dark Knight"".Though my opinion is solidifying already after having seen a Warner Bros. screening last night, ""Dark Knight"" ably stands on its own with or without ""Batman Begins"". At a two and a half hour runtime, it's definitely an epic of a movie, but one that never runs out of gas. A delightful addition to this experience was a healthy amount of IMAX footage, which significantly adds to the feel of being on a personal, and gruesome, tour of Gotham City.Christian Bale plays such a well rounded Batman and Bruce Wayne, qualities that none of those who have donned the cowl before him have pulled off. I still have to remember that Bale is British since he speaks with such a spot on American accent. Bale has a particular slurring lisp that serves him quite well, charmingly for Bruce Wayne and threateningly for Batman.Countering him is the late Heath Ledger, who plays such a scary and creepy Joker that I found it impossible to NOT have chills half the time I saw him on screen. What really separates this brand of Joker from Jack Nicholson's portrayal is true unpredictability. It's obvious that, to be a good guy and think like the Joker, it really takes a toll, and it sure isn't easy. How exactly does one take him down when he's woven his harebrained plot around multiple hostages, explosives, or disappearing parlor tricks?Initially, I was uneasy about how the character of Harvey Dent would be handled. In my mind, there was really only one faithful portrayal of him, and that could be found in the ""Batman"" animated series of the early 90s. As well as Tommy Lee Jones COULD have handled him in ""Batman Forever"", he certainly did not, though it still was a highlight of that movie. Aaron Eckhart ably assumes the mantle here, delivering a performance out of this world, easily on par with the Batman animated series.Be it known, this caped avenger stands for the good of Gotham City that the police force and its counterparts can't represent, the good that has no jurisdiction, no procedures...and no rules, save for one. I can only hope that we've seen just the prelude to the Dark Knight's upcoming legendary battles with the worst of Gotham City's dark underside.""The Dark Knight"" gets a solid 10 of 10 stars."
"3408","The Dark Knight",10,"Best movie of 2008 hands down!","I had the honor of watching TDK during a screening and was completely blown away! This isn't just the best Batman movie ever made, this is one of the best movie ever made. Everything in this film is excellent, not one piece of annoyance.Bale marvels as Bruce Wayne/Batman, Ledger has made The Joker in to an iconic movie villain. His performance belongs there at the top with Hopkins Lecter. The Joker has finally been portrait properly on film, he has earned his place between the big boys in movie villandom. This is the true Joker every Batman fan knows, loves and fears. Ledger deserves any and every movie award known to man for this brilliant display.Nolan has made his ""I will always be remembered"" movie, this is the crownjewel in his portfolio. Perfect directing, perfect story, perfect balance between action and drama, everything is perfect. Even if you hate Batman, you will love this film. If you don't, then something beez wrongz with youz!"
"3409","The Dark Knight",10,"Heath Ledger is a ledgend!","Well here it is, one of the most anticipated movies of the year so far. How was it? It was excellent. By far the best Batman film ever made and of course it will be one of the most memorable action films for a long while.Everyone was waiting to see how well Heath Ledger performed as The Joker in this film. He definitely deserves an Oscar in his honor. The character was so dark and creepy that it sent chills up my back. Compared to Heath's other films like '10 Things I Hate About You' and even 'Brokeback Mountain' proves that this man could actually act, doesn't matter what character, he could do it.The film's storyline has many twists and all are rewarding, the story is developed constantly after each scene, making you wonder what's next. Excellent craft and flows well towards the conclusion.During the film on the scene with Batman against the Joker, Bike vs Truck. People thought this was the ending. No, it kept going which was awesome, the story kept getting darker and darker, I guess that's why they called it the 'Dark' Knight as well as the relation to Batman himself.The cast was great. With Christopher Nolan playing Batman, good performance, Heath Ledger played extremely well, Maggie was annoying at times, but still deserves to be praised. Michael Caine and Morgan Freeman had minor roles which satisfied the audiences. Aaron Eckhart starts with a minor role which slowly progresses and becomes evil which is quite surprising and entertaining to watch.Great directing made the movie enjoyable, they added more action this time which made the film feel powerful, lighting was done well especially showing Harvey/ Two Face's face in the many moods he displayed.Great explosions made it entertaining. Made you feel great that this is finally the best action to come in a long time.This movie deserves a 10/10 rating and credit on behalf of the great young actor Heath Ledger's life. (May he R.I.P) His performance made what this film is right now.I recommend this film for any action fan, especially a Batman fan. Or if your even a Heath Ledger fan. Go ahead right now and see this film. It's great!"
"3410","The Dark Knight",10,"Amazing!","Amazing film. Closest thing we will ever get to a perfect superhero movie."
"3411","The Dark Knight",10,"Still the Greatest","11 years after Gotham City was rocked by Heath Ledger's Joker, The Dark Knight is still holding the title as the greatest superhero movie ever made.This movie will forever be the film every future Batman movie will be measured against. The Dark Knight is my idea of the perfect movie completing various character arcs and requiring no build up. One did not need to watch Batman Begins to understand The Dark Knight, despite these movies being in a series. The Avengers films require the previous Marvel MCU films to be seen prior to the superheroes fighting Loki, Ultron, and Thanos.Reviews for The Dark Knight continue to be written, and lengthy analysis videos posted on YouTube. This movie is still the greatest film of all time."
"3412","The Dark Knight",10,"The best comic book movie in existence","There are few movies where you just feel privileged because you get to watch them and are honoured to. This is one of them."
"3413","The Dark Knight",10,"R.I.P. Heath Ledger. This portray of Joker will never be forgotten.","Lets begin by stating that this movie should only be watched in IMAX. If you are a big Batman fanatic, spend a couple extra dollars and you'll get your money's worth. This is the best movie of 2008, no other film will come close.Christopher Nolan has made his masterpiece, with the help of his brother Jonathan creating the script. The perfect balance between superhero action and drama can be found here in The Dark Knight. The acting is top-notch. Not a single actor in this movie comes up short. Christian Bale portrays Batman better than he did in its predecessor. Aaron Eckhart impresses with his take of Harvey Dent. Maggie does a fantastic job playing the role of Rachel Dawes. Heath Ledger is Oscar worthy in his attempt at the infamous Batman rival, The Joker. Ledger's performance is just absolutely stunning. No words can describe how much he attracts the viewer and shines on the big screen.There is no reason why anyone should say this movie was bad. Those who gave this movie a poor rating should be ashamed of themselves for their lack of intelligence. Yes I said. LACK OF INTELLIGENGE! Even if your not a Batman fanatic, this film has a meaning and purpose. It will give you excitement and also something to ponder about for the rest of the day, night, morning, etc. No spoilers but its lengthy running time of 152 minutes beats the hell out of any other superhero comic book adaptation previously made and for years to come. Ledger's stunning acting portrayal of the Joker is good enough for you to spend the money. Do not wait for it to come out on DVD, WATCH IT IN IMAX!"
"3414","The Dark Knight",10,"Bat-A-Man!","There is just one thing that differentiates a legend from ordinary man. It's his fight with inner demons to over come all his fear. That defines a legend. And this is what Batman stands for. Batman is not just another comic character but it's a complete saga of how you stand tall in spite of losing everything, walk fearlessly even when you are lonely and how you fight back against all odds and over shadow your own fear. Fear- the most dominated emotion, mankind has ever witnessed. Batman is no exception, he still has fear, he still gets scared of losing those who are close to him and he is still in doubts when it comes to decision. But what is interesting and inspirational about Batman is that he has the ability to use wisely the biggest and most dangerous weapons of all time perfectly- BRAIN! That's why he is my favourite comic character and this time, Batman is putting everything on the line to save the world from out of control freak- the Joker.A spell bounded performance by Heath Ledger as the Joker. Though, he is no more with us but his immortal act as joker is an Oscar winning performance and will always be remembered. Your heart comes out to mouth to see the horror Joker creates. In start, I was bit confused as his performance reminded me of Jack Nicholson from the first Batman movie but later, I realised that this is for real. He did not imitate Jack but showcased the true and horrible side of a real joker. The best part about Heath is that he displayed the flip side of a joker- FEARLESS. There are many times when we feel that some one could have done better with certain roles but not here. Here, Heath is perfect as a joker and from now on, I will call him Heath 'Joker' Ledger!The story is about a terror that has shaken the underworld of Gotham. The fear of Batman is getting in to criminal minds and all of them are now thinking where their money can be saved from Batman's reach. And that's where the Joker comes with a plan to these criminals- kill Batman. Now with his perverted mind, the Joker is behind Batman's life and what follows is a scary hell of a ride of hide n seek game of faith vs. courage. At one end, Joker has no fear and on the other, Batman has a responsibility of saving Gotham. Now the important question is that who will win and more than that at what cost?Apart from breaking box office records, this movie is also able to break the pattern of film making. Batman series is an action series. When you make an action movie you give the required pace in a movie by focusing on elaborating the action scenes but here, the director builds the movie with a mix of action as well as other emotional scenes. Step by step movie gives its audience action and emotion at the time when it's required but with an unexpected style. Dark, intense and a complete Batman style. The Batman movies are famous for its back ground music and The Dark Knight is no exception. Specially, when there is sound of a whistle in background of some intense scenes in the movie. I felt a rush in to my blood and boiling my brain. My eyes popped out while watching those scenes. To mention, Batman's grilling session with the Joker is a masterpiece. The scene was simply awesome mainly coz of background music. Harvey Dent's character could have been better post he becomes 2-faced. I was expecting his character to be more involved and longer in the series. Rachel Dawes is also a very strong influencing character in the movie. Her involvement in the movie is much focused than Katie Holmes in Batman Begins but the point I'm making here is the glam factor in this movie. She was not given that much footage in a glamorous way. Nevertheless, the plot did not allow audience to think that way either. Action scenes in this movie are well thought of and will chill the audiences' spinal chords. My favourite is the chase scene where Joker is trying best to catch Harvey Dent and how Batman comes in between. This is where Batman says 'asta la vista' and welcomes his new girl friend- his damn new bike! It's called Batpod! I can imagine how excited you will be when you know that Batman is now going to catch the Joker and Joker is happy that Batman has missed his shot. This is sheer delight to watch the creative involvement of special effects blended with brilliant cinematography. Unlike other Hollywood flicks, The Dark Knight is a lengthy movie of more than 2 ½ hrs of non-stop adrenaline but you won't mind spending that much time watching it. Many times we feel that some movies could've been shorter and some lengthier but with 'The Dark Knight' that's not the case. It's mainly because the movie ends up at the time when it is required to scroll the curtains down. I was so satisfied while coming out from the movie hall. Perfect ending!Well, The Dark Knight is just a beginning. Now I'm expecting the Penguin and the Riddler to come in to the picture and take this battle ahead. As I said earlier, I'm a big fan of Batman and after this movie, I'm mad about not just Batman, but each and every part of his movies, music and, The Joker!. Now, while I'm rushing straight to the nearest movie store to buy all original movies and soundtracks of Batman series, you go ahead and enjoy a fearless life just like the Joker or Batman- choice is yours!"
"3415","The Dark Knight",10,"Let's not kid ourselves...","Quite obviously the best superhero movie ever made. By a large margin as well. Nothing before or since has even came close (including the other two movies in this trilogy) and probably never will. Dark, mature, sophisticated, exhilarating, emotional, and a true acting powerhouse. Pure cinema."
"3416","The Dark Knight",9,"KNOW YOUR LIMITS MASTER WAYNE","THE DARK KNIGHT trilogy continues & THE JOKER takes center stage as GOTHAM suffers by the hand of a psychotic menacing clown who cares not for the proceeds of crime but only the mayhem & destruction he can entertain himself with , played brilliantly in a premature SWAN SONG by HEATH LEDGER , THE JOKER is hell bent on destroying THE BATMAN as he sees him as the only thing standing in his way , THE JOKER infiltrates the underworld & gains power in a coup d'tat as he tears GOTHAM apart in explosive and reckless fashion , meanwhile BRUCE WAYNE is contemplating how his alter ego is received by the public & whether or not he is a hero or criminal & a new hero is emerging in GOTHAM through the justice system as HARVEY DENT puts the criminals away for fun as GOTHAM'S D.A....THE JOKER uses every resource he can muster to turn GOTHAM against each other and RACHEL DAWES provides him with leverage as the love interest of both HARVEY & BRUCE...soon BATMAN is compromised & he is forced to make an impossible decision ,one that will ultimately turn hero's into villains & law into crime in a role reversal finale....PARALLEL SEQUEL that does not disappoint with a special performance from LEDGER ...RECOMMENDED."
"3417","The Dark Knight",10,"Great Heath Ledger steals the show...","The highlight of this film is one man and one man only...the Late Heath Ledger...his Oscar-worthy performance marks the best work in his short lifetime...and not only him, but Christopher Nolan should also be commended in the way in which he developed the atmosphere of the film; the camera-work was excellent, the pace was gripping, the plot was thrilling and the acting was splendid. Background music also suited the atmosphere to the highest degree. All in all, a perfect film and magnificent acting...the film should have been named after the joker...Batman himself was not needed....such a Batman film will never again be produced, due to the unfortunate absence of Heath Ledger.10/10 rating...well done"
"3418","The Dark Knight",7,"great but doesn't deserve to be compared with masterpieces","Christopeher Nolan is a talented director. With batman begins,he created such a fantastic atmosphere that he brought batman character back in game. With the dark knight, he made not only a great second sequel, but also one of the best movies of the past 10 years. He mixed action, heroism, feeling, literature, colors so well that you feel kind of high when the movie ends. There is no doubt about it. But i see some people who don't mind to compare this movie with some old masterpieces and say the dark knight is the best movie so far.Haha, this is completely unacceptable.Let me clear this: If a movie can bring freshness to creativity, If a movie happens to change your insights, If a movie starts a new genre, gives away new techniques and styles, If a movie makes you understand your heart better; then I call that movie a masterpiece. As far as I see, The Dark Knight is far from it. But I still feel like I have to congratulate Christopher Nolan for making such a good film. Thanks..."
"3419","The Dark Knight",10,"Wonderful. How superhero movies should be made!","Quite simply ""Dark Knight"" is the best superhero movie ever made (ok, KickAss is the only competitor, but strictly speaking, it isn't a ""proper"" superhero movie, so let's forget about that).Batman is tough, Batman is loved, Batman is weak, Batman is hated. Batman has human characteristics. Batman's enemies have human characteristics. This is the first and main reason Dark Knight succeeds. It isn't ""just"" a superhero movie. It's also a study of character, of good and of ""dark"" and of perception of ""society."" I mean, it does this so well I sometimes think the superhero content is just a scapegoat for the deeper thought in the movie even though I know at the same that it's not. Secondly, Batman doesn't do anything too unbelievable. Look at Superman, he's flying. Look at Spiderman, he's got webs coming out of his palms. Look at the Hulk he can get MASSIVE when he is angry. That's all cool and entertaining, but Batman is, imo, the superhero whom we can connect to the closest, because he doesn't have these ""abilities"" about him which are soooo unrealistic. So, both his inner and outer character are human like which makes the movie so much more enjoyable. The action? The action in Dark Knight is amazing! Batman's car is amazing! The special effects are amazing! It is a phenomenal piece of work crafting a movie where it looks and feels fantastic!I won't talk much about Heath Ledger's portrayal of the joker. It's definitely his best performance ever, and what better time to have it just before his death, peace be upon him. I hate a ball watching the guy act. He's just created an insanely unique persona. I loved it!Everything in Dark Knight works. It's got so much novelty to it. It's a rare piece of cinema where prima facie it's for kids, but ultimately, adults will end up enjoying it much more. Dark Knight isn't for kids anyway, they wont be able to comprehend the bigger picture in Dark Knight, which is what makes this movie so special. It's cool It's original It's awesomeI can't believe how it wasn't nominated for a Best Picture. Oscars were probably too stunned at how good a super hero movie could be. Did I mention I also love Gary Oldman, the guy plays a different person in every movie, I can never tell its him"
"3420","The Dark Knight",9,"I am not a fan , I just saw it on TV","Today was actually Batman day(literally), so they had this movie on TV.
I saw it and liked it.
The Dark Knight is well put together for any movie . Great acting from Bale and Ledger.
Hans Zimmer's soundtrack will keep you on your feet.
As always , Nolan's direction is as quirky as it gets.Though I am not a fan I pretty much enjoyed it , I guess you will too if you are into superheroes."
"3421","The Dark Knight",NA,"Way Overrated.","The buzz from the entire media, and the general public made it sound like this was the second coming of Star Wars. Well it wasn't. A matter of fact, this way over hyped pile of garbage is one of the worse movies i have seen in years. Where to begin. Lets start with the so called great acting. You must be kidding me. Ledger does not deserve an Oscar nomination for this. If anything, Jack Nicholson does a far better job playing the Joker. Christian Bale basically mumbles through most of his Bat man parts, and isn't much better when he isn't. Plot is stupid as heck. They make the Joker sound like some super human beast from another world. A dozen officers with machine guns would of killed him off in 2 seconds. But i guess that would of ruined the story line. Any way you analyze this movie. Its just plain old bad."
"3422","Extraction",7,"Great action, zero plot","The action scenes are really good. Close combat with extremely long shots in tight spaces. Sometimes it has a shooter video game feel to it. Hemsworth and the stunt team really showed of their skills. This movie is really more about close combat scenes, than crazy Hollywood stunts a la mission Impossible. Other than that, all the story is already in the title, which is fine for this type of movie. The actor, who played the boy was a wonderful casting choice. He was carrying the whole emotion of story. We'll be seeing more of him. Other characters were not drawn out. This movie is not for everyone, it is not well rounded, it's all action and no story. I personally enjoyed it though. I recommend this for viewers that like close combat action and martial arts movies."
"3423","Extraction",NA,"Solid and violent action flick","""Extraction"" is fast, vicious and simple. With a death count that's approaching John Wick 3 levels of bullet ballet, the movie hardly pauses for breath.Chris Hemsworth is excellent as the haunted mercenary Tyler Rake. This is a very physical role and Hemsworth delivers in spades.8 out of 10."
"3424","Extraction",8,"An aggressively average plot, elevated by incredible action and great performances","Tyler Rake (Chris Hemsworth) is tasked with extracting the son of a druglord amids an all-out drug war. Battling hostiles and a troubled past along the way.Thank you Jon Wick for upping the game for action films! Extraction excels in its action set pieces. Long, gorgeous takes with brutally grounded fight scenes, showcase the vicious nature of warfare. Hemsworth carries this entire film on his shoulders and has the daunting task of elevating the paper thin narrative to an acceptable level. Thankfully, he succeeds. Thor can act darn it, and in this film he proves it yet again.Like Jon Wick before him, seeing Hemsworth kicking ass in amazingly choreographed fight scenes, is exhilarating. The film is unapologetically honest in its depiction of violence and its consequences. Riding on fantastic sound design, every impact, bullet wound and car crash pulls you in deeper and deeper in the film."
"3425","Extraction",9,"Well worth it.. wow","Negative reviews have focused on the alleged shortfall in the depth of the plot. Really? Most action movies out there... how many have a plausible plot? At least for this movie, the plot is plausible, the action, obviously a stretch. But those critics railing on the movie forget what a movie is supposed to be all about. Entertainment. It's not a real life documentary, not an ensemble boring drama piece. When it comes to wham-bang entertainment, this movie delivers on all cylinders. The movie is probably more analogous to a version of masterful The Raid than an Oscar drama piece. Live with it. Watch it. Enjoy. It is a movie. It will keep you glued. Though the squeamish may need to take a break."
"3426","Extraction",7,"OK Plot, Immense Action Scenes, Hemsworth Nails It","I'm not much of a writer, so I'll keep the review short.The plot is nothing new, but is interesting enough. However, Chris Hemsworth knocks it out the park with his performance - I really didn't expect that from him, but he is awesome in this.The action scenes are great, and some of the camera work and filming techniques are fantastic.The film is a 6/10, but I gave it a 7/10 for the action scenes and Hemsworth's performance."
